SGD-DA,SGD-L2,SGD-L2-DA,SGD,SGD-IR,SGD-DA-IR,SGD-L2-DA-IR,SGD-L2-IR
2.9068799018859863,1.8352339267730713,1.4218111038208008,4.080926418304443,3.4220709800720215,2.1060433387756348,1.2502753734588623,1.6207536458969116
2.8839221000671387,1.8301472663879395,1.4622503519058228,4.070252418518066,3.4067070484161377,2.0925986766815186,1.2095519304275513,1.6158157587051392
2.900949478149414,1.8345378637313843,1.4237136840820312,4.079570770263672,3.4133636951446533,2.108299970626831,1.1865068674087524,1.611938238143921
2.90817928314209,1.8431354761123657,1.4175132513046265,4.0862836837768555,3.420757293701172,2.1091601848602295,1.1989318132400513,1.6171479225158691
2.9080440998077393,1.8410354852676392,1.3815656900405884,4.0755438804626465,3.4122323989868164,2.1047613620758057,1.180503249168396,1.6144641637802124
2.917253255844116,1.8449077606201172,1.4001647233963013,4.086756706237793,3.413816213607788,2.100623369216919,1.1648308038711548,1.6154369115829468
2.9009807109832764,1.8441689014434814,1.3798202276229858,4.072486400604248,3.41392183303833,2.1034109592437744,1.169540286064148,1.6146516799926758
2.914813995361328,1.8452941179275513,1.3579504489898682,4.07926607131958,3.4239537715911865,2.112813949584961,1.1804090738296509,1.6134752035140991
2.9092702865600586,1.8504667282104492,1.3811713457107544,4.075150012969971,3.424325704574585,2.135999917984009,1.1888577938079834,1.6163843870162964
2.9212827682495117,1.8531708717346191,1.3691548109054565,4.087777137756348,3.430345296859741,2.1317901611328125,1.1556316614151,1.6158941984176636
2.923563003540039,1.8546419143676758,1.3720544576644897,4.080262184143066,3.4236409664154053,2.1288363933563232,1.159114956855774,1.6129248142242432
2.9193007946014404,1.8501702547073364,1.372037410736084,4.090321063995361,3.421527624130249,2.1429057121276855,1.1614214181900024,1.616188645362854
2.90993595123291,1.8525054454803467,1.3739532232284546,4.072084903717041,3.4126038551330566,2.1276907920837402,1.1586984395980835,1.6147246360778809
2.9177823066711426,1.8568930625915527,1.3799774646759033,4.081026554107666,3.4195773601531982,2.1402223110198975,1.192183017730713,1.6184768676757812
2.915529727935791,1.8540374040603638,1.374335527420044,4.077576637268066,3.417494535446167,2.1321351528167725,1.1653119325637817,1.616835355758667
2.90861439704895,1.8560327291488647,1.3656885623931885,4.085650444030762,3.4210777282714844,2.1389408111572266,1.1618283987045288,1.6177431344985962
2.90254807472229,1.8556729555130005,1.3682749271392822,4.078708648681641,3.4223756790161133,2.128514528274536,1.1571502685546875,1.6161326169967651
2.8955025672912598,1.8553158044815063,1.3701956272125244,4.076288223266602,3.413637399673462,2.132535219192505,1.1534364223480225,1.615488886833191
2.9141323566436768,1.8582342863082886,1.3626266717910767,4.0904316902160645,3.4256503582000732,2.1447668075561523,1.1489626169204712,1.619059443473816
2.9115467071533203,1.861007571220398,1.3630414009094238,4.082979202270508,3.4272007942199707,2.148756504058838,1.1542483568191528,1.618386149406433
2.9115941524505615,1.8601630926132202,1.3623309135437012,4.0767741203308105,3.4241890907287598,2.13942289352417,1.15096116065979,1.6201050281524658
2.911734104156494,1.8595044612884521,1.3634802103042603,4.084086894989014,3.4241983890533447,2.1486542224884033,1.1496200561523438,1.6198687553405762
2.900853395462036,1.8599151372909546,1.3616927862167358,4.0696916580200195,3.4212894439697266,2.137587547302246,1.142435073852539,1.611544132232666
2.912604331970215,1.8631597757339478,1.3656318187713623,4.078125,3.419248342514038,2.146711587905884,1.1480146646499634,1.6190712451934814
2.9071176052093506,1.8637778759002686,1.364923357963562,4.082980632781982,3.419802665710449,2.145524501800537,1.1538537740707397,1.6172105073928833
2.9186229705810547,1.8638834953308105,1.3626232147216797,4.083930015563965,3.419121742248535,2.142810583114624,1.1425435543060303,1.619278907775879
2.9184117317199707,1.860888957977295,1.3595259189605713,4.082479000091553,3.4218873977661133,2.1421971321105957,1.149847388267517,1.6198153495788574
2.91620135307312,1.863614797592163,1.364122986793518,4.0886383056640625,3.427421808242798,2.1431376934051514,1.1424869298934937,1.6207540035247803
2.902160167694092,1.8618733882904053,1.3632466793060303,4.074925899505615,3.4251644611358643,2.1295084953308105,1.1444628238677979,1.6192986965179443
2.9152166843414307,1.865569829940796,1.364452600479126,4.086981296539307,3.4262304306030273,2.14503812789917,1.148253321647644,1.6202622652053833
2.9074385166168213,1.8606960773468018,1.3577228784561157,4.079324722290039,3.414525270462036,2.1357100009918213,1.1442127227783203,1.6177021265029907
2.9070968627929688,1.8694751262664795,1.3607388734817505,4.088573455810547,3.4237351417541504,2.1357510089874268,1.1473536491394043,1.6232068538665771
2.923038959503174,1.8651058673858643,1.3595683574676514,4.084481239318848,3.4242818355560303,2.147115707397461,1.1483473777770996,1.619095802307129
2.9225547313690186,1.866269826889038,1.3581823110580444,4.09254789352417,3.4272799491882324,2.140604257583618,1.1459628343582153,1.6207584142684937
2.9089698791503906,1.8660913705825806,1.358083963394165,4.079470157623291,3.425107717514038,2.132486581802368,1.1433794498443604,1.6207919120788574
