id,name,reg,lamb,eval/lr,eval/loss,eval/ece,eval/mce,eval/top1_acc,eval/top5_acc,eval/L,eval/alphaD,eval/var,eval/lambd,eval/cummulant,test/lr,test/loss,test/mce,test/alphaD,test/lambd,test/cummulant,test/top1_acc,test/top5_acc,test/L,test/var,test/ece
39,resnet32,5,2.0,0.1,1.3324738607673636,0.1212347745895385,0.2186734229326248,0.65799999999342,0.90299999999097,1.3324739933013916,0.7829379439353943,4.4480881690979,0.1000000014901161,0.0192837715148925,0.1,1.2535748467821877,0.1745145916938781,0.7554446458816528,0.1000000014901161,0.0185135453939437,0.920079999999816,0.9969599999998008,0.3133509159088135,0.2737731635570526,0.1020551174879074
40,resnet32,3,0.1,0.1,1.3022618163536026,0.0539296977221965,0.1220035851001739,0.62199999999378,0.89599999999104,1.3022620677947998,0.638742208480835,2.708747625350952,0.1000000014901161,0.0123911648988723,0.1,1.228717537680304,0.0878103524446487,0.6371071934700012,0.1000000014901161,0.0127519369125366,0.7400799999998521,0.95081999999981,0.8703677654266357,1.289241075515747,0.0692800804972648
41,resnet32,4,0.5,0.1,1.240230905528294,0.11723493039608,0.2646641731262207,0.70099999999299,0.91199999999088,1.240231156349182,0.794076144695282,4.719018936157227,0.1000000014901161,0.0201994627714157,0.1,1.2637904338569848,0.2446752190589904,0.8294113278388977,0.1000000014901161,0.0223493874073028,0.9783999999998044,0.9999599999998,0.1223613023757934,0.0674585998058319,0.0662737786769867
42,resnet32,4,0.1,0.1,1.4163501121029785,0.14952053129673,0.3145875930786133,0.67699999999323,0.91099999999089,1.4163498878479004,0.905907928943634,6.294787406921387,0.1000000014901161,0.0260100811719894,0.1,1.288995940047783,0.251394510269165,0.8527864813804626,0.1000000014901161,0.0235042870044708,0.9789599999998042,0.9997999999998,0.1117843315005302,0.0703974813222885,0.0573054105043411
43,resnet32,4,0.001,0.1,1.3714138132283058,0.1471720039844513,0.2882217764854431,0.6809999999931899,0.91699999999083,1.3714138269424438,0.88258296251297,6.058213233947754,0.1000000014901161,0.0249368250370025,0.1,1.2925904047697074,0.2607877850532532,0.8518157005310059,0.1000000014901161,0.0232505053281784,0.9784999999998044,0.9993999999998002,0.1131312772631645,0.0823505073785781,0.0553146973252296
44,resnet32,4,0.01,0.1,1.3548673255855432,0.1526156663894653,0.2931650280952453,0.67199999999328,0.90599999999094,1.3548672199249268,0.8441550731658936,5.161674499511719,0.1000000014901161,0.0221825987100601,0.1,1.2925387474109595,0.2735387086868286,0.8581730127334595,0.1000000014901161,0.0237584263086318,0.9774599999998046,0.9996399999998,0.1161944344639778,0.0842505246400833,0.0556058101356029
45,resnet32,4,2.0,0.1,1.3751289707000045,0.128390371799469,0.2184876799583435,0.66699999999333,0.90399999999096,1.3751291036605835,0.8443900942802429,5.462996006011963,0.1000000014901161,0.0227968692779541,0.1,1.2991315376893804,0.2559925615787506,0.8289021849632263,0.1000000014901161,0.0221937447786331,0.9682999999998064,0.9995399999998,0.1607866436243057,0.1000229120254516,0.0789640098810195
46,resnet32,3,1.0,0.1,1.1713094594172766,0.0695438832044601,0.1173535585403442,0.6599999999934,0.93099999999069,1.1713095903396606,0.6366252899169922,2.9587464332580566,0.1000000014901161,0.0131017789244651,0.1,1.147592053197927,0.1250786185264587,0.6486179232597351,0.1000000014901161,0.0138728693127632,0.8498799999998301,0.9873399999998026,0.5133606195449829,0.5561553239822388,0.1030968427658081
47,resnet32,5,0.01,0.1,1.166853773846294,0.0922352969646453,0.1973035335540771,0.69299999999307,0.91899999999081,1.1668537855148315,0.6889330148696899,3.487433671951294,0.1000000014901161,0.0152811929583549,0.1,1.12262748222652,0.1435134410858154,0.6826753616333008,0.1000000014901161,0.0153150931000709,0.8808999999998238,0.9876199999998024,0.4136099219322204,0.5883115530014038,0.0707564651966095
48,resnet32,5,0.001,0.1,1.1413781528776004,0.0868837237358093,0.1802315711975097,0.67899999999321,0.91699999999083,1.1413782835006714,0.6668652892112732,3.268709182739258,0.1000000014901161,0.0143734887242317,0.1,1.1064848357727968,0.1508141160011291,0.6722415089607239,0.1000000014901161,0.0149434506893157,0.8761599999998249,0.9857399999998028,0.4285559058189392,0.6249236464500427,0.0688952654600143
